sentenceID,sub,verb,obj,label,confidence
139,Gurney,boosts,backersStars,false,2.0
139,generalmanagerBobGainey,said,he,false,1.0
139,he,wasuncomfortablewith,increasedteamincentives,true,2.0
140,I,amhaving,mybathtubs,false,3.0
141,BLUERIBBONCOOKBOOK1907,DEVILED,EGGSCut,false,2.0
142,Fowler,clearlyresented,Ickesauthority,true,4.0
142,Ickes,knowsthefullstoryof,the1996Clintoncampaign,true,3.0
144,Childhoodcancers,onlymakeup2percentof,allcancercases,false,3.0
145,theirdiscussion,lit,aflame,true,2.0
146,he,didntfool,me,true,4.0
147,theIndianOcean,areusuallycalledjust,cyclones,false,3.0
148,TheNewYorkStockExchangefloor,willbeaseaof,khakicladlegstomorrow,true,3.0
148,GapInc,promotes,casualFridays,true,1.0
149,thesevenyearswaprate,waslittlechangedfrom,yesterday,true,2.0
150,I,mighthavearguedfor,adifferentarrangement,true,5.0
152,theadministration,wishedtosupport,something,true,2.0
155,He,wasbackin,AtlantalastOctober,false,3.0
155,theHawks,released,him,true,1.0
157,Hayden,said,Sunday,false,1.0
157,thesenator,waslookingat,severalareas,true,1.0
158,theteam,didntcountonwas,thatBoselli,false,1.0
158,on,wouldhave,twomoresurgicalprocedures,false,2.0
158,he,became,aTexan,true,2.0
159,Thinkofhowmanypeople,stayin,badmarriages,false,3.0
161,DaoHengBankGroupLtd,wasrated,buy,true,3.0
162,They,begged,people,true,1.0
163,he,wouldlikemorethan,anything,false,3.0
164,Miami,heard,Forbes,false,1.0
164,Forbes,speakat,theChristianCoalitionconvention,true,3.0
165,That,sabout,2percentagepoints,false,4.0
166,Thecouple,wasridingin,arentedMercedesBenz,true,4.0
166,thedriver,crashedthecarat,highspeed,true,2.0
167,They,want,newsofthelatestUnitedNationsdebate,true,4.0
168,theNewYorkandPhiladelphiaexchanges,declinedtosaywhether,they,false,1.0
168,they,areinvestigatingtradingin,Salomonsstock,true,3.0
170,Indonesia,willlowertariffson,somegoods,true,2.0
172,AutodeskInc,alleged,SMSummit,false,1.0
172,SMSummit,committed,softwarepiracy,true,2.0
173,threefifthsofAmericans,said,thegovernment,false,1.0
174,PointCastInc,provides,newsandinformation,true,2.0
176,temperatures,canvaryasmuchas,10degreesFahrenheit,true,1.0
179,Eatingdisorders,affect,5millionto10millionAmericanadolescentgirlsandwomen,true,3.0
180,Asimilarbill,ispendingin,theSenate,true,5.0
181,Taylor,missedonly,onedayofschool,true,4.0
181,anotherweek,wentbybefore,she,false,2.0
181,theright,lift,herwritingarm,false,0.0
182,you,canstillbuy,asinglequart,true,2.0
182,it,llcost,you,false,2.0
183,force,let,it,false,1.0
183,it,beforcein,thebestinterestofall,false,3.0
183,all,trulywant,apeacefulworld,true,3.0
184,the33states,canuse,thegrants,false,1.0
184,thegrants,announcedtodayfor,botheducationandenforcementefforts,false,4.0
184,otheractivities,willpromote,fairhousing,true,4.0
187,He,calculates,hisannualmaintenancecosts,false,3.0
188,TowersFinancial,wasformedby,onetimeNewYorkPostbidderStevenHoffenberg,true,4.0
189,asafetynet,isalreadylargerthan,manypeople,false,2.0
190,Aftonbladet,said,Chatty,false,1.0
190,Chatty,wasinterviewedby,thepolice,true,3.0
190,thepolice,subsequentlymadeapilgrimageto,Mecca,false,2.0
191,She,said,she,false,1.0
192,theChiefs,hadtoovercome,a100firsthalfdeficit,true,3.0
193,thiseuphoria,rangabellof,memory,true,5.0
194,you,justwanttotake,adip,true,2.0
194,you,llfind,theoceanconditions,false,3.0
195,theyearstwomoves,haveraised,prices14percent,false,2.0
196,It,was,Tuesday,true,5.0
199,Diana,raisedourconsciousnessabout,diseasedchildren,true,2.0
200,HootersInc,founded,thechain,true,2.0
200,14years,owns,thecompanytrademarkandrelatedrights,false,1.0
201,congressionalconservatives,havejoined,CBSBravoandothers,false,2.0
202,Charlene,lookedafter,eachother,false,3.0
203,Mackovic,ispresentedwith,arealliferolereversal,true,2.0
203,arealliferolereversal,couldprovepainfulfor,hisfootballteam,true,2.0
203,hisfootballteam,playedoutto,thehilt,false,2.0
204,thepoliticsandcaloriescalendar,is,aBuelldinner,false,1.0
205,FederalExpress,said,it,false,1.0
205,it,haskeptabout,15percentoftheextradeliveries,true,2.0
206,KayKoplovitz,wouldremainas,chairwomanofthecompany,true,3.0
207,Rubin,tours,Chinasmostastoundingarcheologicaltreasure,true,2.0
207,thearmyofthousandsoflifesizefigures,protect,thegravesoftheChineseemperors,true,3.0
208,Theyield,spreadbetween,anindexofoptionfree10yearA2bankbonds,false,3.0
208,the10yearTreasurynote,was,70basispoints,false,1.0
209,she,regularlytraveledaround,thecountry,true,4.0
210,Thisquality,transcended,fashion,true,4.0
212,Most,weredraggedoffinstantlyby,policeofficers,true,3.0
213,Congress,tookuptheissuein,early2001,true,2.0
213,theonlyquestion,seemedtobeoneof,timing,true,3.0
214,lastmonth,wasviewedas,acomeback,false,2.0
215,acampaign,begins,oneweek,false,2.0
216,it,was,ZZZZBest,false,2.0
217,Thebrewer,saidtheimprovementin,tradingperformance,false,2.0
218,Lufthansasdomesticroutes,declined,55percent,false,1.0
219,it,wasfirstdiagnosedby,aBritishpediatrician,true,2.0
219,noone,causes,it,false,3.0
220,It,wasanareain,centralBosnia,true,3.0
221,12NorthKoreans,triedtoenter,acompoundhousing,false,1.0
223,Anyone,has,himself,false,2.0
223,adoctor,hasafoolfor,apatient,false,3.0
224,Hismother,said,he,false,1.0
224,he,wasin,SaudiArabia,true,3.0
225,Thegovernorscampaignaides,offered,aquickretort,true,4.0
226,Theproposedaccord,wasreached,June20,true,3.0
227,theothercompanies,gotaboostfrom,restructurings,true,3.0
227,SaraLeeCorp,gained,17percent,true,1.0
227,it,willsell,somebusiness,true,3.0
227,it,cut,costs,true,1.0
228,Japansprimeminister,markedasignificantchangeof,strategy,false,2.0
228,theadministration,hadterminated,similarnegotiations,true,1.0
228,similarnegotiations,pursuedwith,NorthKorea,false,2.0
228,he,left,office,true,2.0
229,EMartinGibson,is,thecompanyschairman,true,3.0
229,EMartinGibson,hasservedas,adirectoroftheparentcompany,true,1.0
230,Herfriend,waswaitingfor,her,true,3.0
231,Europeancountries,tested,10millionanimals,true,2.0
232,he,thinks,he,false,1.0
232,he,runsoutof,breath,true,4.0
232,he,turnsforgetfulin,away,false,3.0
233,IntelCorp,rose,11316,true,2.0
233,11316,wasamong,theleaders,false,1.0
233,computers,improves,efficiency30percent,false,3.0
234,DeutscheBA,saw,passengernumbers,false,2.0
235,tonightsmeetingClintonaides,hadbeentalkingto,industryofficials,false,3.0
236,SyrianPresidentHafezAssad,hopes,theviolence,false,1.0
237,he,neverhad,asthma,true,3.0
238,Thefoundations,aremodeledon,those,false,3.0
239,he,wantstoerect,amultiplextheaterandvirtualrealityamusementpark,true,2.0
239,amultiplextheaterandvirtualrealityamusementpark,isafinalistin,thecompetition,false,1.0
240,you,leavebefore,Jewel,false,2.0
241,170000civilianprisoners,diedat,Majdanek,true,3.0
241,including13000Jews,weremurderedwithin,amonthofBucmyssarrival,false,4.0
242,It,was,hersheerlifeforce,false,2.0
242,it,ishardtobelieve,it,false,2.0
243,Selig,willhavetoovercome,strongfeelings,true,2.0
244,thewesternGulfofMexico,willpromotelocally,heavyshowers,false,1.0
245,Woodson,kept,Chiaverini,false,2.0
245,Chiaverini,made,theleapinginterception,false,1.0
246,you,everlookedcloselyat,aCheezDoodle,false,4.0
247,Bensonhurst,is,avintageItalianneighborhood,true,4.0
249,airline,offered,discountprices,true,2.0
251,You,canalsolookup,individualcarriers,true,3.0
253,APlyGemIndustriesIncshareholder,issuing,FurmanSelzInc,true,3.0
254,they,fireup,thepitsand,false,3.0
255,Ruiz,hopes,Lewissdecision,false,1.0
255,Lewissdecision,willgive,lightheavyweightchampionRoyJonesJr,false,2.0
255,thewinner,wouldfightthewinnerof,theWBAtitle,true,2.0
256,Grbac,wore,aquizzicallook,true,4.0
258,Basel,declinedtocommenton,thetalks,false,2.0
258,thetalks,did,aspokesman,false,1.0
259,theirstaffs,have,atraditionaldefinedbenefitprogram,true,2.0
259,they,llgetupon,retirement,false,3.0
260,He,moved,JerryPettibones,false,4.0
261,TheStars,have,ateamincentive,false,1.0
261,ateamincentive,planin,place,false,3.0
264,abalsamicvinegarbrownsugarsauce,stained,them,false,1.0
265,FBIDirectorLouisFreeh,told,theSenateJudiciarySubcommittee,false,2.0
265,thekeysandexportrestrictions,areneededby,lawenforcement,true,1.0
266,he,understands,theendofhiscareer,false,1.0
266,theendofhiscareer,isin,sight,true,3.0
266,theendofhiscareer,wantstomakethemostof,thetime,false,1.0
267,He,tookto,theidea,true,4.0
267,He,hasencouraged,thecouple,true,3.0
268,TheNorthKoreanleader,promptlysatisfied,Japansdemands,true,3.0
269,adozenwomen,emergedin,whitechadors,true,4.0
270,Comexwarehouses,rose,454000ounces,false,1.0
270,theexchanges,saidin,itsdailystockpilereport,false,3.0
271,1998,isalsolikelytobelessthan,earlierforecast,false,2.0
271,theIMF,estimatedin,May,false,3.0
272,theAlaskaenvironmentalorganizationCookInletKeeper,said,thelegislation,false,1.0
272,thelegislation,achieved,anumberofneededreforms,true,2.0
273,Thecountry,cancut,benefits,true,2.0
273,joblessness,leaverelatively,unskilledworkers,false,1.0
274,theagent,said,he,false,1.0
274,he,analyzes,theclientspolicy,true,1.0
274,allthedamages,willcost,lessmoney,false,1.0
275,someofthem,grewoutof,fearsoftheexperience,false,2.0
275,Asia,controlled,allmediaoutlets,false,2.0
276,He,wassoinspiredby,Snydersspeech,true,2.0
276,he,made,theprogram,false,1.0
276,he,learned,Snyder,false,1.0
276,Snyder,hadtohurryto,theairport,true,3.0
277,We,arelookingfor,amiddleground,true,5.0
279,Hatley,created,awildgarden,true,4.0
279,anyofthemyriadcollaborators,mayleave,abrilliantmark,true,4.0
280,part,isprobablycontainedin,theloweredexpectations,true,3.0
281,afederaloverseer,wasentangledin,afundraisingscandal,true,3.0
282,theowner,cantread,theriotact,true,1.0
283,They,rein,thetitlecreditsofthefilm,true,5.0
284,Bush,instructedSecretaryof,StateColinPowell,false,3.0
284,aUNSecurityCouncilresolution,wouldamountto,anultimatum,true,3.0
285,ascientificexperiment,isgeneticallyafflictedwith,theability,false,2.0
286,thegovernment,willliquidate,banks,true,2.0
287,ElPuebloGallery,islocatedin,spaceE13,true,3.0
288,RamonHernandez,acquired,MichaelBarrett,false,2.0
289,Texans,arepassionateaboutcooking,briskets,true,3.0
290,Marchto20years,orderedtopay,4626million,false,0.0
291,thecompany,said,it,false,1.0
291,it,wasthemarketleaderin,sixof11countries,true,2.0
291,sixof11countries,makeup90percentof,thetemporaryemploymentmarket,true,3.0
293,theintroductionofalargenumberofnewnetworkingproducts,willboost,3Comssalesandprofitmargins,true,3.0
293,theintroductionofalargenumberofnewnetworkingproducts,said,PaulMeeks,false,3.0
293,VoylesLP,owned,37million,false,2.0
294,TheRangersandGiants,represent,oppositeviewpoints,true,4.0
295,DellComputer,said,it,false,1.0
295,it,sadding,25millionshares,false,2.0
295,itsstock,repurchase,program,false,2.0
296,Thelastprisoner,wasreleasedin,1988,true,5.0
298,Pageantofficials,donotrelease,thewinnersnameofthepreliminaryinterviewcontest,true,2.0
301,Thezealots,havebeencampaigningagainst,cigarettes,true,2.0
301,cigarettes,have,trouble,false,1.0
301,aweek,isdangerousto,theirhealth,false,3.0
302,they,found,themselves,false,1.0
303,aHat,sawwith,theirinnereyes,false,2.0
304,Theirpieces,sellwellin,the20range,true,4.0
304,Theirpieces,said,MichaelRizzuto,false,3.0
304,GraciousHome,was,thefirststore,false,1.0
305,agroupofprotesters,burned,twoAmericanflags,true,2.0
306,theNasdaqstockmarket,rose1percentin,themostrecentmonth,false,3.0
307,MarkMcLemore,havebeenamong,themostproductive,true,3.0
307,MartinezandMcLemore,havehad,injuryproblems,true,2.0
308,junkbonds,isalittlemorethan,9percent,false,2.0
309,Ekman,firstsetouttodeterminewhether,facialexpressions,false,1.0
310,theMiddleEast,isclearlythemainimpulseof,thehatred,false,2.0
311,terrorism,abroadconveyed,asimilarfatalisticslightlycrankymood,false,1.0
312,theresearchers,sayprobablyapplyto,men,false,3.0
312,men,appearin,thecurrentissueofTheJournaloftheNationalCancerInstitute,false,3.0
314,itsnonprofitstatus,isasourceof,concern,true,3.0
315,theunit,hascompletedmorethan,11billion,false,2.0
315,theUKgovernment,soldas,partofitsrailprivatizationprogram,false,3.0
316,He,saidkeeping,her,false,2.0
316,theballot,waspartof,hiseffort,false,2.0
316,oppositionleaders,accuse,himofmanipulation,false,1.0
319,It,is,theculturalissues,false,2.0
319,theculturalissues,probablypose,thebiggestchallenges,true,4.0
320,163percent,werevirtuallyunchangedfrom,2000,false,3.0
321,aLatinaactress,willpromote,Latinaactresses,false,1.0
321,Latinaactresses,says,BelHernandez,false,3.0
322,they,dontfeeltheacutepainof,someone,false,3.0
323,theUS,maychange,itsstrongdollarpolicy,true,3.0
327,FederalReserveBankofClevelandPresidentJerryJordan,speakson,money,true,4.0
328,Theevent,fizzledafter,thebombing,true,3.0
328,thebombing,rocked,thegames,true,2.0
330,thesameradianthope,accompanythetransitionfrom,the19th,false,2.0
332,Boerne,paid,525,false,1.0
333,Hismemory,was,agooddeal,false,3.0
334,Thecompany,islargelybasedon,theworkofDrMarkTKeating,true,4.0
335,Israel,haslongsaid,it,false,2.0
335,it,willnotpulloutof,southernLebanon,true,3.0
337,Little,said,he,false,1.0
337,theslugger,apologizedto,everybody,true,2.0
339,He,paid350000for,thecar,false,3.0
339,1990,thoroughlyremodeled,it,false,3.0
340,he,sbeenin,sometime,false,3.0
341,TheChinese,arestillfiring,eightorninemillionworkers,true,2.0
341,thoseworkers,donthave,asafetynet,true,3.0
342,Investigators,areclearlylookingintowhether,executives,false,2.0
342,executives,misledinvestorsabout,thefinancialwellbeingofthecompany,true,2.0
342,thefinancialwellbeingofthecompany,said,JacobFrankel,false,2.0
344,Specialinterestgroups,publish,studies,true,3.0
344,Specialinterestgroups,issue,newsreleases,true,1.0
345,earlySeptember,onlyhad,theRevolution,false,1.0
345,they,appearedtolose,faith,false,2.0
346,manyofthem,tell,it,false,2.0
347,Army,jumpedto,a70lead,true,3.0
348,BakerHughesInc,releasesitsweeklysurveyof,thenumberofactiveoilandgasdrillingrigs,true,3.0
350,Iraq,couldbealaboratoryfor,terrorgroups,true,3.0
351,theproducts,flopsas,Pecoriello,false,2.0
351,thesuccessofbrands,werelaunchedjust,thissummer,false,3.0
352,Somecitytestsofthewater,haveindeedfoundsmalltracesof,crudeoil,true,5.0
352,JeffDavis,supervised,awaterpipereplacement,true,2.0
352,Ooze,wascomingoutof,theside,true,3.0
354,He,used,Tbone,true,4.0
354,He,thencarved,thesteak,true,1.0
354,you,shouldcook,thesteak,false,3.0
354,you,liketoeat,it,false,3.0
355,they,accidentallybumpedinto,eachother,true,2.0
356,RedSoxmanagerGradyLittle,kept,Ramirez,false,2.0
356,thegame,lateradmitted,he,false,1.0
356,he,shouldhavebenched,him,true,3.0
357,HaroldIckes,wasdeputychiefof,staff,true,3.0
358,they,turnouttobe,whiteelephants,true,3.0
359,MichiganStadium,isindeedthelargestin,thenation,true,3.0
360,theagent,said,he,false,1.0
360,he,advises,clients,true,1.0
361,Thelatestpricerise,wasthesecondby,thecigarettemakers,true,3.0
362,It,wentfrom,testing219,false,3.0
363,areviewpanel,werenotareactionto,criticism,false,3.0
366,Thatcreature,wasin,turn,false,2.0
369,theWeinbergs,are,busyplanning,false,1.0
370,theperformanceofthebroadermarkets,affectsthelevelof,return,true,3.0
371,theIMF,alsosaid,it,false,2.0
371,it,cutin,halfitsgrowthestimate,false,3.0
374,TheBankofJapan,saidin,itsquarterlyreport,false,4.0
376,thebiggestcities,maybe,thelargestmassmovementofpeople,false,2.0
378,Some75percent,said,it,false,2.0
379,Ford,planstoannounce,asimilarmove,true,4.0
381,thesmellofaskunk,seemedtopermeate,thebus,true,4.0
382,Mar,addressed,theseconcerns,false,2.0
384,nextyear,evenmaypermit,growers,false,2.0
385,thecompany,say,Tigrett,false,1.0
385,Tigrett,lostsupporton,theboard,true,3.0
385,thecompany,tookabighitin,thewakeofa15millionextravaganza,true,3.0
386,Ratner,hasbeenoneof,themostaggressivebuilders,true,3.0
386,he,needs,governmentapproval,true,1.0
387,They,simplyfeel,nothing,true,5.0
388,SteveForbes,wasrunningfor,president,true,4.0
388,he,didnttalkverymuchabout,therightsoftheunborn,true,4.0
392,choppedparsley,garnishwith,thesame,false,2.0
393,agroupofAmherstCollegestudents,held,apatriotismrally,true,1.0
394,hisforeignministry,havecomeunder,harshcriticism,true,2.0
395,contraband,jilted,women,false,2.0
396,confidence,wasmirroredin,followupinterviews,false,3.0
397,theDow,hadperformedbest,thisyear,false,3.0
397,thoseaverages,peakedon,Aug6,true,3.0
398,thedeadprincess,isbeinghailedas,avisionary,true,2.0
399,You,likelyhave,allbutoneoftheingredients,true,2.0
400,Volkswagensales,peakedat,293000,true,2.0
400,293000,droppedto,49533,false,2.0
400,49533,thenclimbedto,135907,false,2.0
402,people,stoodin,twohourlines,true,3.0
402,theEnronconnection,wasproppingup,somedubiousprices,true,2.0
403,manycigars,needtosmoke,aday,false,2.0
404,SharesoftheNewYorkbasedcompany,rose,514,true,4.0
406,Carroll,said,he,false,1.0
406,he,wouldhold,tailbackJustinFargas,false,2.0
406,they,areavailablefor,nextweeksgame,true,3.0
407,thesecretary,turnsto,me,true,4.0
407,you,vegot,apoint,true,3.0
408,it,hasfewphotosin,its500pages,true,4.0
408,those,illustrateconceptssuchas,thewatersolubilityofanthyocyanins,true,3.0
409,Therules,werewrittentoencourage,diversityofvoices,true,2.0
410,ThenewCadillac,isscheduledtogoon,sale,false,3.0
411,USofficials,say,Japan,false,2.0
413,someIraqifighters,opposed,theUnitedStates,true,1.0
413,Afghanistan,havenowdriftedbackto,Iraq,false,3.0
413,Afghanistan,joinedrankswith,AnsaralIslam,false,1.0
414,Hiltonsshares,rose,1116,true,3.0
415,Mar,said,thegovernment,false,1.0
416,Theendofthemonthdeadlines,arearesultof,thelandmarkImmigrationReformAct,true,2.0
417,He,hasnthad,asaveopportunity,true,3.0
418,She,hasdonesowith,depthandconfidence,true,5.0
420,people,talkabout,virtue,true,3.0
420,virtue,has,amuchshortersupplyofthose,false,0.0
420,amuchshortersupplyofthose,acton,it,false,4.0
